lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_tell_mission_incriminate_commander_9:lord_tell_mission_incriminate_commander_10|Allons, {playername}. Il y a un temps pour la sensibilité mais ce n'est pas maintenant. Croyez-moi, vous serez généreusement dédommagé et à quoi sert un soldat si ce n'est à mourir lorsqu'on lui en donne l'ordre ? 
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_fin|Un {s8} je vous dis.
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_rejected|Non, je ne sacrifierai pas l'un de mes meilleurs hommes.
dlga_lord_tell_mission_incriminate_commander_fin:lord_pretalk|Vous ne vous imaginez pas à quel point cela me fait plaisir, {playername}. Vous éliminez l'un des plus gros obstacles me barrant la route. Voici la lettre, ainsi que 300 deniers pour couvrir vos dépenses. Souvenez-vous, il y en aura plus si vous réussissez. Beaucoup, beaucoup plus...
dlga_lord_tell_mission:lord_mission_told.2|Mes soldats ont été capturés au cours de la dernière escarmouche avec l'ennemi. Heureusement, nous avons un accord mutuel pour l'échange de prisonniers. Ils relâcheront mes hommes, mais ils voudront le même nombre de prisonniers de rang équivalent en échange. Mais je n'ai aucun prisonnier pour le moment. J'ai donc besoin d'un {homme/guerrier} compétent pour me trouver {reg1} {s3} prisonniers pour l'échange.  
dlga_lord_tell_mission:lord_pretalk|Non {playername}. Je n'ai pas besoin de votre aide pour l'instant.
dlga_lord_mission_told:lord_mission_accepted|Vous pouvez compter sur moi, {s65}.
dlga_lord_mission_told:lord_mission_rejected|Je crains de ne pouvoir accepter une telle mission pour l'instant.
dlga_lord_mission_accepted:close_window|Excellent, {playername}, excellent. J'ai toute confiance en vous. 
dlga_lord_mission_rejected:close_window|Ah, c'est comme ça ? Bien, je suppose que vous n'êtes simplement pas à la hauteur. Je vais devoir chercher une personne plus courageuse. 
dlga_lord_talk:lord_leave_prison|Je dois partir à présent.
dlga_lord_talk:lord_leave|Cette discussion est close. Je pars à présent.
dlga_lord_talk:lord_leave.1|Je dois prendre congé.
dlga_lord_leave:lord_leave_give_quest|Avant que vous ne partiez, {playername}, j'ai quelque chose à vous demander... Nous sommes peut-être des ennemis dans cette guerre, mais je vous prie de croire, autant que moi, que nous pouvons toujours rester courtois l'un envers l'autre. Ainsi j'avais espéré que vous seriez assez aimable pour m'aider dans une affaire qui me tient à cœur.  
dlga_lord_leave_give_quest:enemy_lord_tell_mission|Je vous écoute.
dlga_enemy_lord_tell_mission:lord_mission_told|J'ai un ami ici, un vieux guerrier, qui est très malade. La gangrène a contaminé une vieille blessure de guerre et s'il ne voit pas rapidement un chirurgien, il va certainement mourir. Cet homme compte beaucoup pour moi, {playername}, mais il est également têtu comme une mule et refuse que quelqu'un regarde sa blessure car il ne fait pas confiance aux médecins d'ici. J'ai entendu dire que vous avez un chirurgien compétent avec vous. Si vous permettez à votre compagnon de venir ici regarder la plaie, {reg3?elle:il} pourra peut-être le convaincre de donner son accord pour subir une opération. Je vous en prie, je vous en serai profondément reconnaissant si vous accédiez à ma requête.
dlga_enemy_lord_tell_mission:close_window|ERREUR : ASSOCIÉ À LA QUÊTE : {s7}.
dlga_lord_leave_prison:close_window|Nous nous reverrons.
dlga_lord_leave:close_window|Au revoir, madame. Je resterai votre plus fervent admirateur.
dlga_lord_leave:close_window.1|Bien sûr, {playername}. Au revoir.
dlga_lord_leave:close_window.2|Faites bon voyage, {playername}.
dlga_lord_leave:close_window.3|Oui, oui. Au revoir.
dlga_lord_leave:close_window.4|Nous nous reverrons.
dlga_member_chat:lady_journey_1|Appréciez-vous le voyage, {s65} ?
dlga_lady_journey_1:close_window|Oui plutôt bien, {playername}. Merci de vous en inquiéter.
dlga_start:spouse_talk|Oui, cher époux ?
dlga_spouse_talk:minister_issues|Puisque vous êtes mon premier ministre, j'aimerais vous parler de certaines affaires d'état.
dlga_spouse_talk:combined_political_quests|Réfléchissons à un moyen d'asseoir notre position dans ce royaume.
dlga_spouse_talk:spouse_organize_feast|Je me disais qu'on pourrait peut-être organiser un banquet.
dlga_spouse_talk:spouse_household_possessions|Dressons l'inventaire de tout ce que nous possédons.
dlga_spouse_household_possessions:spouse_pretalk|Quoi qu'il en soit, c'est le contenu de notre garde-manger.
dlga_spouse_talk:close_window|Nous parlerons plus tard, {chère épouse/cher époux}.
dlga_wedding_ceremony_player_vow:wedding_ceremony_vows_complete|Pareil pour moi. Soyons mari et femme.
dlga_wedding_ceremony_player_vow:close_window|Attendez… Une seconde… Je ne pense pas que cela soit encore le moment.
dlga_wedding_ceremony_vows_complete:close_window|Je vous déclare, vous et {s3}, mari et femme. Rejoignez les quartiers préparés pour vous et nous veillerons à ce que votre épouse vous rejoigne dans la grande salle de {s11}.
dlga_spouse_pretalk:spouse_talk|Y a-t-il autre chose, {cher époux/chère épouse} ?
dlga_spouse_organize_feast:spouse_evaluate_larder_for_feast|Quelle bonne idée, cher époux ! Cependant, pour ne pas offenser nos invités, nous devons veiller à leur offrir un repas suffisamment copieux et varié et ce pour les seigneurs, leurs familles et leurs suites. Au total, cela devrait faire quelques centaines de mouches à nourrir pendant plusieurs jours. Dressons l'inventaire de tout ce que nous possédons...
dlga_spouse_evaluate_larder_for_feast:spouse_feast_confirm|{s9}
dlga_spouse_feast_confirm:spouse_feast_added_items|Permettez-moi d'ajouter certaines choses à nos réserves.
dlga_spouse_feast_added_items:spouse_evaluate_larder_for_feast|Très bien… Voyons voir ce qu'il y a là...
dlga_spouse_feast_confirm:spouse_feast_confirm_yes|Envoyons les invitations.
dlga_spouse_feast_confirm:spouse_pretalk|Attendons, alors.
dlga_spouse_feast_confirm_yes:spouse_pretalk|Bon, eh bien, je vais faire passer le mot que nous organisons un banquet dès que les conditions au royaume le permettront. Vous devriez peut-être continuer de provisionner notre garde-manger pour que nous honorions notre réputation d'hospitalité.
dlga_start:kingdom_lady_captive|Ma solitude est immense ! Ma famille me manque tellement !
dlga_start:kingdom_lady_captive.1|Vous êtes une canaille, {monsieur/madame}, de retenir une dame de la sorte...
dlga_start:kingdom_lady_captive.2|C'est étrange. Vous avez parfois fait preuve de gentillesse envers moi, mais pourtant, vous continuez de me retenir ici contre mon gré.
dlga_start:kingdom_lady_captive.3|Pourquoi ma famille n'a-t-elle pas payé ma rançon ? Certes, vous me retenez ici, mais il semble que vous vous souciez plus de moi que les miens !
dlga_start:lady_talk_refugee|{playername}… Je suppose qu'en tant que personne d'honneur, vous accorderez aux femmes bien nées comme nous le droit de rejoindre leurs familles, sans demander de rançon.
dlga_lady_talk_refugee:close_window|Bien sûr, madame.
dlga_lady_talk_refugee:lady_captive_talk|Vous faites erreur, madame !
dlga_lady_captive_talk:lady_captive_confirm|Quoi ?! Quelle est cette infamie ?
dlga_lady_captive_confirm:close_window|Excusez-moi, vous avez dû mal me comprendre. Bien sûr que vous pouvez partir.
dlga_lady_captive_confirm:close_window.1|Contactez votre famille pour la rançon, madame.
dlga_kingdom_lady_captive:close_window|Eh bien, écrivez à votre famille et demandez-lui de se dépêcher pour la rançon !
dlga_kingdom_lady_captive:close_window.1|J'ai changé d'avis… Vous pouvez partir.
dlga_start:lady_duel_lost|Oh, {playername} ! J'ai entendu dire que vous aviez affronté {s10} en duel. J'aurais préféré que cela ne soit jamais arrivé car, comme le veulent nos us et coutumes, en cas de défaite, vous ne pouvez plus me courtiser. Adieu, {playername}.
dlga_lady_duel_lost:close_window|Très bien… Nous devons nous plier à nos us et coutumes… Adieu, madame.
dlga_lady_duel_lost:lady_duel_lost_flaunt_conventions|Longue vie à nos us et coutumes !
dlga_lady_duel_lost_flaunt_conventions:close_window|Oh, {playername} ! Quoi que les gens en disent, cela me briserait le cœur de ne plus vous revoir. Aussi, nous allons passer outre cette stupide et cruelle tradition.
dlga_lady_duel_lost_flaunt_conventions:close_window.1|Non, {playername}… Je ne peux pas me permettre de ternir mon nom et il en va de même pour vous.
dlga_start:lady_start|Oh, {playername}… J'ai entendu dire que vous aviez remporté un duel contre {s10}. Je vous suis reconnaissante de m'avoir délivrée des attentions de cet homme !
dlga_start:lady_start.1|Eh bien, {playername}… Vous avez remporté un duel contre {s10}. Pour des raisons d'honneur, nous ne devons plus nous revoir… Je l'adorais, vous savez. Je ne vous remercie pas de l'avoir combattu, monsieur.
dlga_start:lady_qst_duel_for_lady_succeeded_1|Ah {playername}, quelle joie de vous revoir ! J'ai entendu dire que vous aviez donné à ce vil {s13} la correction qu'il méritait. J'espère qu'il n'oubliera jamais son humiliation. J'ai une récompense pour vous, mais je crains que cela ne soit peu en comparaison du service que vous m'avez rendu.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2|Oh, cela devrait suffire. 
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.1|{s66}, ça fait tellement longtemps !
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.2|Je vous en prie, {s65}, aucune récompense n'est nécessaire.
dlga_lady_qst_duel_for_lady_succeeded_2:lady_pretalk|{s10}
dlga_start:lady_qst_duel_for_lady_failed|Il m'a été rapporté que vous avez essayé de vous attirer les bonnes grâces de {s13} pour prouver mon innocence, {playername}. Ce fut un geste noble de votre part et je vous remercie pour tous vos efforts.
dlga_lady_qst_duel_for_lady_failed:lady_qst_duel_for_lady_failed_2|J'implore votre pardon pour ma défaite, {s65}... 
dlga_lady_qst_duel_for_lady_failed_2:lady_pretalk|Cela a peu d'importance, {playername}. Vous avez essayé. La vérité ne peut être révélée à la pointe de l'épée, mais vous n'avez pas hésité à mettre votre vie en danger pour mon honneur. Cela suffira à convaincre bon nombre de personnes de mon innocence.
dlga_start:lady_escort_lady_succeeded|Je vous remercie de m'avoir escorté jusqu'ici, {playername}. Veuillez accepter ce présent en signe de ma gratitude. J'espère que nous aurons l'occasion de nous revoir.
dlga_lady_escort_lady_succeeded:close_window|Ce fut un honneur de vous servir, {s65}.
dlga_start:lady_start.2|Ah {playername} ! Vous avez dû recevoir mon message. Quel bonheur que vous ayez pu venir !
dlga_start:lady_proposal_pending|{playername}, avez-vous des nouvelles de ma famille ?
dlga_start:lady_betrothed|J'ai entendu dire que {mon/ma} {s11} a refusé de vous accorder ma main. Cela signifie-t-il que nous devons nous séparer ?
dlga_start:lady_generic_mission_succeeded|Oh, {playername}, vous me l'avez ramené ! Merci infiniment d'avoir secouru mon {s11}. Veuillez prendre ceci en guise de compensation pour votre noble exploit.
dlga_start:lady_meet_end|Vous devez être {playername}. Nous venons d'avoir l'honneur de vous voir vous distinguer lors du récent tournoi {s8}.
dlga_start:lady_meet_end.1|Vous devez être {playername}. Mon {s15} {s16} m'a dit beaucoup de bien de vous. Et je suis ravie de faire votre connaissance.
dlga_start:lady_premeet|Je ne pense pas vous connaître...
dlga_start:lady_start.3|{playername} ! Quel plaisir de vous voir ! (Soupirs :) Je me souviens avec bonheur de vos visites.
dlga_start:lady_meet_end.2|Ah, {playername} ! Quel plaisir de vous avoir vu vous distinguer lors du récent tournoi !
dlga_start:lady_start.4|{s12}
dlga_lady_start:lady_betrothed|J'ai de tristes nouvelles. J'ai été fiancée à {s5} contre mon gré ! Oh {playername} ! J'aurais tellement préféré vous épouser !
dlga_lady_start:lady_betrothed.1|Bon, {playername}. Je suis fiancée à {s5}. Et il n'est plus convenable de continuer de nous voir.
dlga_lady_start:lady_other_suitor|Je dois vous avouer qu'un autre seigneur s'intéresse à moi, mais que je ne peux pas le sentir. J'ai bien peur qu'il ait des projets pour nous deux et qu'il me force à l'épouser contre mon gré.
dlga_lady_start:lady_talk|{s11}Il n'est sans doute pas convenable que nous poursuivions cette conversation bien longtemps, mais j'espère vous revoir très vite.
dlga_lady_start:lady_talk.1|{s11}
dlga_lady_start:lady_talk.2|J'envisageais de me retirer un moment, mais peut-être aurons-nous la possibilité de nous entretenir plus tard...
dlga_lady_start:lady_talk.3|C'est tellement agréable d'avoir la possibilité de passer un peu de temps ensemble...
dlga_lady_start:lady_talk.4|Qu'est-ce qui vous amène aujourd'hui ?
dlga_lady_proposal_pending:close_window|Toujours rien...
dlga_lady_proposal_pending:lady_proposal_pending_end|À la réflexion, le moment est mal choisi pour nous marier.
dlga_lady_proposal_pending_end:close_window|{s11}
dlga_lady_betrothed:lady_suggest_elope|Jamais ! Nous devons nous enfuir pour nous marier de suite !
dlga_lady_betrothed:lady_pretalk|Peut-être réussirai-je à vous faire changer d'avis sur {s11}.
dlga_lady_betrothed:lady_conclude_relationship|Qu'il en soit ainsi… Séparons-nous, alors.
dlga_lady_suggest_elope:lady_conclude_relationship|Parfait, {playername}. Vous êtes quelqu'un de bien, mais une dame ne peut défier sa famille. C'est impossible !
dlga_lady_suggest_elope:lady_other_suitor|Monsieur… Comme vous le savez peut-être, j'ai reçu des propositions émanant d'un certain nombre de gentilshommes comme vous. Et pour le moment, je ne peux m'engager avec aucun.
dlga_lady_suggest_elope:lady_conclude_relationship.1|Ah {playername}, vous devez comprendre. Vous cherchez toujours votre voie dans ce monde. Je vous apprécie beaucoup {playername}, mais je ne me livrerai pas à l'obscurité.
dlga_lady_suggest_elope:lady_conclude_relationship.2|Ah {playername} ! Bien que vous vous montriez gentil avec moi, je ne suis pas certaine de votre fibre morale pour risquer une telle chose. Malgré le peu d'affection que je porte à mon époux, j'hésiterais à aller contre la volonté de ma famille et je n'ai pas suffisamment confiance en vous pour franchir ce pas.
dlga_lady_suggest_elope:lady_conclude_relationship.3|Eh bien, {playername} ! M'enfuir pour me marier reviendrait à rompre tout lien avec ma famille qui compte plus que tout pour moi ! J'ai beaucoup d'affection pour vous, mais je ne suis pas prête à prendre un tel risque.
