str_no_string|NO STRING! 
str_rhodok_rebellion_monarch_response_2|這 些 家 伙 所 關 心 的 自 由 只 有 他 們 長 胖 的 自 由。 同 時， 我 的 人 睡 在 大 草 原 上， 吃 著 干 面 包 和 醃 魚， 搜 索 著 地 平 線， 燒 幾 個 村 莊， 流 血， 只 是 為 了 讓 商 路 暢 通。 我 給 你 出 個 主 意—— 如 果 我 遇 到 一 個 瘸 子， 被 庫 吉 特 人 射 傷 或 被 斯 瓦 迪 亞 砍 傷 那 種， 我 會 對 他 說：「 老 兄， 這 邊 有 個 家 伙 可 以 為 你 的 傷 打 打 官 司。」 
str_sarranid_rebellion_monarch_response_2|不 過 你 應 當 明 白，阿 瓦 爾 之 所 以 成 為 拜 巴 克 的 伴 侶， 並 不 是 因 為 她 的 智 慧 或 是 對 公 正 的 熱 愛。 不 是， 她 被 選 中 只 是 因 為 她 是 個 女 巫， 她 能 夠 把 像 艾 扎 爾 和 拜 巴 克 這 樣 的 男 人 變 成 口 吃 的 笨 蛋。 沒 關 系—— 我 曾 謹 遵 我 的 誓 言， 而 且 尊 重 她 對 權 位 的 篡 奪， 直 到 誓 言 隨 著 她 傀 儡 的 死 亡 而 失 效。 現 在 她 必 須 尊 重 我 的。 
str_courtship_comment_conventional_generic|是 非 常 有 教 養 一 類 的 
str_courtship_comment_adventurous_generic|似 乎 是 足 夠 正 派 的 
str_courtship_comment_otherworldly_generic|是 最 文 雅 和 殷 勤 的 
str_courtship_comment_ambitious_generic|缺 乏 魄 力—— 不 過 也 許 可 以 補 救 
str_courtship_comment_moralist_generic|看 起 來 是 個 好 人 
str_feast_description|缺 乏 的 
str_feast_description_2|不 足 的 
str_feast_description_3|剛 剛 夠 的 
str_feast_description_4|足 夠 的 
str_feast_description_5|充 足 的 
str_feast_description_6|奢 侈 的 
str_feast_lengthy_description_1|你 提 供 的 食 物 還 不 夠 你 的 客 人 和 他 們 的 隨 從 吃 的， 這 迫 使 他 們 到 附 近 的 鄉 鎮 以 極 其 高 昂 的 價 格 采 購 食 物。 大 家 都 認 為 你 沒 有 盡 到 主 人 的 職 責， 這 同 時 降 低 了 他 們 對 你 的 信 任 和 你 的 整 個 名 聲。 
str_feast_lengthy_description_2|你 提 供 的 飲 食 最 終 耗 盡 了， 這 迫 使 一 部 分 客 人 從 過 往 小 販 那 裡 購 買 食 物， 或 者 早 早 的 把 一 部 分 他 們 的 隨 從 打 發 回 家。 他 們 好 心 地 把 這 短 缺 歸 咎 於 糟 糕 的 計 劃 而 不 是 你 的 吝 嗇， 但 不 管 怎 麼 說， 這 對 你 的 名 聲 不 好。 
str_feast_lengthy_description_3|你 提 供 的 飲 食 足 夠 你 那 些 貴 族 朋 友 們 享 用， 雖 然 他 們 隨 從 中 的 一 部 分 平 民 不 得 不 空 手 而 歸。 你 正 在 建 立 起 一 個 至 少 清 楚 自 己 社 會 職 責 的 貴 族 的 形 象。 
str_feast_lengthy_description_4|你 提 供 了 足 夠 的 飲 食， 而 且 品 種 豐 富， 這 建 立 起 了 你 的 信 譽。 美 食， 佳 釀， 還 有 席 間 的 歡 笑 都 讓 你 的 賓 客 們 開 始 放 松 下 來， 他 們 開 始 毫 無 顧 忌 的 談 論 國 事， 並 且 對 你 信 任 有 加。 
str_feast_lengthy_description_5|你 提 供 了 足 夠 你 的 貴 族 客 人 和 他 們 隨 從 享 用 的 飲 食， 剩 下 的 食 物 都 被 分 給 了 窮 人。 你 的 客 人 們 對 你 的 慷 慨， 還 有 你 對 自 己 社 會 地 位 所 應 當 承 擔 的 責 任 如 此 明 了 而 贊 不 絕 口。 飲 宴 之 間， 談 話 漸 入 佳 境， 氣 氛 愉 悅， 拉 近 了 你 與 所 有 在 座 賓 客 之 間 的 距 離。 
str_feast_lengthy_description_6|在 接 下 來 的 幾 個 月 中， 你 宴 會 的 規 模 都 將 會 是 整 個 王 國 的 話 題， 而 且 這 將 會 成 為 以 後 所 有 宴 會 的 標 准。 你 不 僅 讓 你 的 貴 族 客 人 和 他 們 的 隨 從 們 吃 飽 喝 足， 連 聚 集 在 門 口 的 窮 人 都 吃 了 個 飽。 
str_kingdom_1_adjective|斯 瓦 迪 亞 
str_kingdom_2_adjective|維 吉 亞 
str_kingdom_3_adjective|庫 吉 特 
str_kingdom_4_adjective|諾 德 
str_kingdom_5_adjective|羅 多 克 
str_kingdom_6_adjective|薩 蘭 德 
str_credits_1|Mount&Blade:Warband Copyright 2008-2010 Taleworlds Entertainment
str_credits_2|Game design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer 
str_credits_3|Programming:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|CG Artists:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Concept Artist:^Ganbat Badamkhand 
str_credits_6|Writing:^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Original Music:^Jesse Hopkins 
str_credits_8|Voice Talent:^Tassilo Egloffstein
str_credits_9|Tutorial written by:^Steve Negus^Armagan Yavuz^Edward Spoerl^^^Horse Motion Capture Animation Supplied by:^Richard Widgery & Kinetic Impulse^^^Physics:^Havok^^^Sound and Music Program Library:^FMODex Sound System by Firelight Technologies^^^Skybox Textures:^Jay Weston^^^Chinese Translation:^Hetairoi; Gaodatailang; silentjealousy; Ginn; fallout13; James; D.Kaede; Kan2; alixyang; muyiboy^^^TaleWorlds Director of Communications:^Ali Erkin ^^^TaleWorlds Forum Programming:^Brett Flannigan ^^^TaleWorlds.com Forum Administrators and Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Mount&Blade Community Suggestions and Feedback:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Special Thanks to Toby Lee for his ideas and in depth feedback on the combat system.^...and many many other wonderful Mount&Blade players!^^(This is only a small sample of all the players who have contributed to the game by providing suggestions and feedback.^This list has been compiled by sampling only a few threads in the Taleworlds Forums.^Unfortunately compiling an exhaustive list is almost impossible.^We apologize sincerely if you contributed your suggestions and feedback but were not listed here, and please know that we are grateful to you all the same...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann 
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing:Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg 
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia) 
str_multi_scene_1|廢 墟 
str_multi_scene_2|村 莊 
str_multi_scene_3|海 勒 斯 城 堡 
str_multi_scene_4|殘 破 要 塞 
str_multi_scene_5|場 景 5 
str_multi_scene_6|場 景 6 
str_multi_scene_7|小 河 灣 
str_multi_scene_8|羅 多 翰 城 堡 
str_multi_scene_9|雪 山 小 村 
str_multi_scene_10|都 靈 城 堡 
str_multi_scene_11|諾 德 城 鎮 
str_multi_scene_16|舷 戰 
str_multi_scene_17|布 魯 沃 德 城 堡 
str_multi_scene_18|雪 中 戰 場 
str_multi_scene_19|麥 達 爾 城 堡 
str_multi_scene_12|隨 機 平 原 ( 中 ) 
str_multi_scene_13|隨 機 平 原 ( 大 ) 
str_multi_scene_14|隨 機 草 原 ( 中 ) 
str_multi_scene_15|隨 機 草 原 ( 大 ) 
str_multi_scene_end|多 人 場 景 結 束 
str_multi_game_type_1|混 戰 模 式 
str_multi_game_type_2|組 隊 混 戰 
str_multi_game_type_3|戰 場 模 式 
str_multi_game_type_4|守 護 與 摧 毀 
str_multi_game_type_5|搶 旗 模 式 
str_multi_game_type_6|征 服 模 式 
str_multi_game_type_7|攻 城 模 式 
str_multi_game_type_8|決 斗 模 式 
str_multi_game_types_end|多 人 游 戲 類 型 結 束 
str_poll_kick_player_s1_by_s0|{s0}發 起 投 票 踢 出 玩 家 {s1}。 
str_poll_ban_player_s1_by_s0|{s0}發 起 投 票 禁 止 玩 家 {s1}進 入 服 務 器。 
str_poll_change_map_to_s1_by_s0|{s0}發 起 投 票 更 換 地 圖 為 {s1}。 
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}發 起 投 票 更 換 地 圖 為 {s1}更 換 國 家 為 {s2}和 {s3}。 
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}發 起 投 票 改 變 虛 擬 人 數 量 為 {reg0}和 {reg1}。 
str_poll_kick_player|有 人 提 議 投 票 踢 出 玩 家 {s0}： ^ 1 為 贊 成， 2 為 反 對。 
str_poll_ban_player|有 人 提 議 投 票 禁 止 玩 家 {s0}進 入 服 務 器： ^ 1 為 贊 成， 2 為 反 對。 
str_poll_change_map|有 人 提 議 投 票 切 換 地 圖 為 {s0}： ^ 1 為 贊 成， 2 為 反 對。 
str_poll_change_map_with_faction|有 人 提 議 投 票 切 換 地 圖 為 {s0}， 雙 方 勢 力 為 {s1}和 {s2}： ^ 1 為 贊 成， 2 為 反 對。 
str_poll_change_number_of_bots|有 人 提 議 投 票 設 定 虛 擬 人 (bot) 數 量 為:{s0}{reg0}人， {s1}{reg1}人： ^ 1 為 贊 成， 2 為 反 對。 
str_poll_time_left|( 投 票 時 間 還 剩 {reg0}秒 ) 
str_poll_result_yes|多 數 人 通 過 了 投 票。 
str_poll_result_no|多 數 人 否 決 了 投 票。 
str_total_item_cost_reg0|裝 備 總 值： {reg0}
str_server_name|服 務 器 名： 
str_game_password|進 入 密 碼： 
str_map|地 圖： 
str_game_type|游 戲 模 式： 
str_max_number_of_players|最 大 人 數： 
str_number_of_bots_in_team_reg1|{reg1}隊 中 虛 擬 人 數： 
str_team_reg1_faction|{reg1}隊 所 屬 國 家： 
str_enable_valve_anti_cheat|允 許 Valve 反 作 弊（ 需 要 有 效 的 Steam 賬 號） 
str_allow_friendly_fire|允 許 遠 程 隊 友 傷 害 
str_allow_melee_friendly_fire|允 許 隊 友 近 戰 傷 害 
str_friendly_fire_damage_self_ratio|隊 友 傷 害 到 自 己 （ % ）： 
str_friendly_fire_damage_friend_ratio|隊 友 傷 害 到 隊 友 （ % ）： 
str_spectator_camera|旁 觀 者 視 角： 
str_control_block_direction|格 擋 方 向 控 制： 
str_map_time_limit|地 圖 時 間 限 制 ( 分 鍾 )： 
str_round_time_limit|回 合 時 間 限 制 ( 秒 )： 
str_players_take_control_of_a_bot_after_death|玩 家 死 亡 後 切 換 到 虛 擬 人： 
str_team_points_limit|隊 伍 分 數 限 制： 
str_point_gained_from_flags|奪 旗 獎 勵 隊 伍 分 數 （ 百 分 比 ）： 
str_point_gained_from_capturing_flag|搶 旗 獎 勵 分 數： 
str_respawn_period|重 生 間 隔 時 間 ( 秒 )： 
str_add_to_official_game_servers_list|加 入 官 方 服 務 器 列 表 
str_combat_speed|戰 斗 速 度： 
str_combat_speed_0|最 慢 
str_combat_speed_1|稍 慢 
str_combat_speed_2|正 常 
str_combat_speed_3|稍 快 
str_combat_speed_4|最 快 
str_off|關 閉 
str_on|開 
str_defender_spawn_count_limit|防 守 方 最 大 重 生 次 數： 
str_unlimited|無 限 制 
str_automatic|自 動 
str_by_mouse_movement|鼠 標 控 制 
str_free|自 由 
str_stick_to_any_player|鎖 定 任 一 玩 家 
str_stick_to_team_members|鎖 定 隊 友 
str_stick_to_team_members_view|鎖 定 為 隊 友 視 角 
str_make_factions_voteable|可 投 票 選 擇 勢 力 
str_make_kick_voteable|可 投 票 踢 玩 家 
str_make_ban_voteable|可 投 票 禁 止 玩 家 
str_bots_upper_limit_for_votes|可 投 票 選 擇 虛 擬 人 的 上 限： 
str_make_maps_voteable|可 投 票 選 擇 地 圖 
str_valid_vote_ratio|投 票 最 低 通 過 比 例 （ % ）： 
str_auto_team_balance_limit|自 動 隊 伍 平 衡 最 低 值 （ 相 差 ）： 
str_welcome_message|歡 迎 信 息： 
str_initial_gold_multiplier|初 始 金 額 （ % ）： 
str_battle_earnings_multiplier|戰 斗 獎 金 （ % ）:
str_round_earnings_multiplier|回 合 獎 金 （ % ）： 
str_allow_player_banners|允 許 個 性 旗 幟 
str_force_default_armor|強 制 起 始 防 具 
str_respawning_in_reg0_seconds|{reg0}秒 後 重 生…… 
str_no_more_respawns_remained_this_round|此 局 已 不 能 復 活 
str_reg0_respawns_remained|( 還 剩 {reg0}條 命 ) 
str_this_is_your_last_respawn|( 這 是 你 的 最 後 一 條 命 ) 
str_wait_next_round|( 等 候 下 一 回 合 ) 
str_yes_wo_dot|可 
str_no_wo_dot|否 
str_we_resign|我 們 沒 有 足 夠 的 兵 力 繼 續 作 戰。 我 們 向 你 投 降， {playername}。 
str_i_resign|我 還 想 活 下 去。 我 投 降。 
str_s1_returned_flag|{s1}將 丟 失 的 旗 幟 重 新 奪 回！ 
str_s1_auto_returned_flag|{s1}旗 幟 自 動 回 到 了 他 們 的 基 地！ 
str_s1_captured_flag|{s1}俘 獲 敵 軍 旗 幟！！ 
str_s1_taken_flag|{s1}搶 到 了 敵 軍 旗 幟！ 
str_s1_neutralized_flag_reg0|{s1}已 中 立 化 旗 幟 {reg0}。 
str_s1_captured_flag_reg0|{s1}占 領 了 旗 幟 {reg0}！ 
str_s1_pulling_flag_reg0|{s1}開 始 在 {reg0}旗 區 升 旗。 
str_s1_destroyed_target_0|{s1}摧 毀 目 標 A！ 
str_s1_destroyed_target_1|{s1}摧 毀 目 標 B！ 
str_s1_destroyed_catapult|{s1}摧 毀 投 石 機！ 
str_s1_destroyed_trebuchet|{s1}摧 毀 投 石 車！ 
str_s1_destroyed_all_targets|{s1}摧 毀 了 所 有 目 標。 
str_s1_saved_1_target|{s1}保 護 了 一 個 目 標。 
str_s1_saved_2_targets|{s1}守 住 了 所 有 目 標！ 
str_s1_defended_castle|{s1}守 住 了 城 堡！ 
str_s1_captured_castle|{s1}占 領 城 堡！！ 
str_auto_team_balance_in_20_seconds|20 秒 內 將 自 動 調 整 雙 方 力 量。 
str_auto_team_balance_next_round|下 一 回 合 將 自 動 調 整 雙 方 力 量。 
str_auto_team_balance_done|自 動 調 整 雙 方 力 量 完 成。 
str_s1_won_round|{s1}此 回 合 勝！！ 
str_round_draw|時 間 到， 平 局。 
str_round_draw_no_one_remained|無 人 幸 存， 平 局。 
str_death_mode_started|死 亡 時 間 開 始！！ 
str_reset_to_default|默 認 設 置 
str_done|完 成 
str_player_name|玩 家 
str_kills| 殺 
str_deaths|  沒 
str_ping|Ping 
str_dead|死 亡 
str_reg0_dead|{reg0}死 亡 
str_bots_reg0_agents|虛 擬 人 ({reg0}人 ) 
str_bot_1_agent|虛 擬 人 (1 人 ) 
str_score|得 分 
str_score_reg0|得 分： {reg0}
str_flags_reg0|( 旗 幟： {reg0}) 
str_reg0_players|({reg0}玩 家 ) 
str_reg0_player|({reg0}玩 家 ) 
str_open_gate|開 柵 
str_close_gate|關 柵 
str_open_door|開 門 
str_close_door|關 門 
str_raise_ladder|架 梯 
str_drop_ladder|拆 梯 
str_back|返 回 
str_start_map|開 始 地 圖 
str_choose_an_option|選 項： 
str_choose_a_poll_type|投 票 類 型： 
str_choose_faction|選 擇 國 家 
str_choose_a_faction|選 擇 國 家： 
str_choose_troop|選 擇 兵 種 
str_choose_a_troop|選 擇 兵 種 等 級： 
str_choose_items|選 擇 裝 備 
str_options|選 項 
str_redefine_keys|重 新 定 義 鍵 值 
str_submit_a_poll|發 起 投 票 
str_administrator_panel|管 理 員 界 面 
str_kick_player|踢 出 玩 家 
str_ban_player|禁 止 玩 家 
str_mute_player|沉 默 玩 家 
str_unmute_player|取 消 沉 默 玩 家 
str_quit|退 出 
str_poll_for_changing_the_map|改 換 地 圖 
str_poll_for_changing_the_map_and_factions|改 換 地 圖 和 國 家 
str_poll_for_changing_number_of_bots|改 變 虛 擬 人 數 量 
str_poll_for_kicking_a_player|踢 出 玩 家 
str_poll_for_banning_a_player|禁 止 玩 家 
str_choose_a_player|選 擇 一 個 玩 家： 
str_choose_a_map|選 擇 一 個 地 圖： 
str_choose_a_faction_for_team_reg0|給 組 隊 {reg0}選 擇 一 個 國 家： 
str_choose_number_of_bots_for_team_reg0|給 組 隊 {reg0}選 擇 虛 擬 人 數 量： 
str_spectator|旁 觀 者 
str_spectators|旁 觀 者 
str_score|得 分 
str_command|命 令： 
str_profile_banner_selection_text|給 你 的 角 色 選 定 一 面 旗 幟 
str_use_default_banner|使 用 國 家 默 認 旗 幟 
str_party_morale_is_low|一 些 部 隊 士 氣 低 下！ 
str_weekly_report|周 報 告 
str_has_deserted_the_party|逃 離 了 隊 伍。 
str_have_deserted_the_party|逃 離 了 隊 伍。 
str_space| 
str_us_|我 軍 
str_allies_|友 軍 
str_enemies_|敵 人 
str_routed|逃 亡 
str_weekly_budget|周 預 算 
str_income_from_s0|{s0}收 入： 
str_mercenary_payment_from_s0|{s0}傭 兵 費 用： 
str_s0s_party|{s0}的 部 隊 
str_loss_due_to_tax_inefficiency|稅 收 無 效 損 失： 
str_wages_for_s0|{s0}工 資： 
str_earlier_debts|先 前 欠 債： 
str_net_change|淨 收 支： 
str_earlier_wealth|先 前 財 產： 
str_new_wealth|新 財 產： 
str_new_debts|新 債 務： 
str_maximum_seconds_for_round_is_reg0|每 輪 的 最 大 秒 數 是 {reg0}。 
str_respawn_period_is_reg0_seconds|復 活 時 間 是 {reg0}秒。 
str_bots_upper_limit_for_votes_is_reg0|投 票 可 以 設 置 的 最 大 虛 擬 人 數 為 {reg0}。 
str_map_is_voteable|此 地 圖 可 投 票。 
str_map_is_not_voteable|此 地 圖 不 能 投 票 
str_factions_are_voteable|可 投 票 選 擇 國 家。 
