stringsfile version 1
7096
str_no_string NO_STRING!
str_unnecessary_attack_default I_will_not_hesitate_to_cut_you_down_if_pressed,_but_I_will_offer_you_the_chance_to_ride_away_from_this.
str_unnecessary_attack_martial I_am_eager_to_take_you_up_on_your_challenge,_{reg33?madame:sir},_although_I_will_give_you_a_minute_to_reconsider.
str_unnecessary_attack_quarrelsome Bah!_I'm_in_no_mood_for_this_nonsense_today._Get_out_of_my_way.
str_unnecessary_attack_pitiless I_am_in_a_merciful_mood_today._I_will_pretend_that_I_did_not_hear_you.
str_unnecessary_attack_cunning I_don't_see_what_you_have_to_gain_by_making_an_enemy_of_me._Maybe_you_should_just_ride_away.
str_unnecessary_attack_sadistic I_have_no_time_to_waste_on_a_worm_like_you._Get_out_of_my_way.
str_unnecessary_attack_goodnatured I_don't_see_what_you_have_to_gain_by_picking_a_fight,_{reg33?madame:sir}._You_can_still_ride_away.
str_unnecessary_attack_upstanding If_a_fight_is_what_you_wish,_{reg33?madame:sir},_then_you_will_have_one,_but_I_will_yet_offer_you_the_chance_to_back_down.
str_lord_challenged_default As_you_wish._Prepare_to_die!
str_lord_challenged_martial So_be_it._Defend_yourself!
str_lord_challenged_quarrelsome You_impudent_whelp!_I'll_crush_you!
str_lord_challenged_pitiless If_you_so_badly_wish_to_die,_then_I_have_no_choice_but_to_oblige_you.
str_lord_challenged_cunning Well,_if_you_leave_me_no_choice...
str_lord_challenged_sadistic You_heap_of_filth!_I'll_make_you_wish_you'd_never_been_born.
str_lord_challenged_goodnatured Very_well._I_had_hoped_that_we_might_avoid_coming_to_blows,_but_I_see_that_have_no_choice.
str_lord_challenged_upstanding So_be_it._It_saddens_me_that_you_cannot_be_made_to_see_reason.
str_lord_mission_failed_default Well,_I_am_disappointed,_but_I_am_sure_that_you_will_have_many_chances_to_redeem_yourself.
str_lord_mission_failed_martial There_is_no_honour_in_failing_a_quest_which_you_endeavoured_to_take,_but_I_will_accept_your_word_on_it.
str_lord_mission_failed_quarrelsome You_failed?_Bah._I_should_have_expected_as_much_from_the_likes_of_you.
str_lord_mission_failed_pitiless You_failed?_Well._You_disappoint_me._That_is_a_most_unwise_thing_to_do.
str_lord_mission_failed_cunning Well,_I_am_disappointed,_but_no_one_can_guarantee_that_the_winds_of_fortune_will_always_blow_their_way.
str_lord_mission_failed_sadistic Indeed?_Those_who_fail_me_do_not_always_live_to_regret_it.
str_lord_mission_failed_goodnatured Oh_well._It_was_a_long_shot,_anyway._Thank_you_for_making_an_effort.
str_lord_mission_failed_upstanding Very_well._I_am_sure_that_you_gave_it_your_best_effort.
str_lord_follow_refusal_default Follow_you?_You_forget_your_station,_{reg33?madame:sir}.
str_lord_follow_refusal_martial Perhaps_if_you_one_day_prove_yourself_a_valorous_and_honourable_warrior,_then_I_would_follow_you._But_not_today.
str_lord_follow_refusal_quarrelsome Follow_someone_like_you?_I_don't_think_so.
str_lord_follow_refusal_pitiless Lords_like_me_do_not_follow_people_like_you,_{reg33?madame:sir}.
str_lord_follow_refusal_cunning First_show_me_that_you_are_the_type_of_{reg33?woman:man}_who_will_not_lead_me_into_disaster,_and_then_perhaps_I_will_follow_you.
str_lord_follow_refusal_sadistic I_think_not!_Rather,_you_should_follow_me,_as_a_whipped_cur_follows_{reg33?her:his}_master.
str_lord_follow_refusal_goodnatured Um,_I_am_a_bit_pressed_with_errands_right_now._Perhaps_at_a_later_date.
str_lord_follow_refusal_upstanding First_show_me_that_you_are_worthy_to_lead,_and_then_perhaps_I_will_follow.
str_lord_insult_default base_varlot
str_lord_insult_martial dishonourable_knave
str_lord_insult_quarrelsome filth-swilling_bastard
str_lord_insult_pitiless low-born_worm
str_lord_insult_cunning careless_oaf
str_lord_insult_sadistic sniveling_cur
str_lord_insult_goodnatured unpleasant_fellow
str_lord_insult_upstanding disgraceful_scoundrel
str_lord_derogatory_default base_and_vile
str_lord_derogatory_martial bullheaded
str_lord_derogatory_quarrelsome quarrelsome_and_divisive
str_lord_derogatory_pitiless cruel,_tyrannical
str_lord_derogatory_cunning unscrupulous_and_manipulative
str_lord_derogatory_sadistic vile_and_dishonorable
str_lord_derogatory_goodnatured hopelessly_naive
str_lord_derogatory_upstanding stiffnecked_and_sanctimonious
str_lord_derogatory_result bring_us_to_ruin
str_lord_derogatory_martial_action attack_the_enemy_without_thought_or_plan,_and_throw_away_the_lives_of_your_men
str_lord_derogatory_quarrelsome_action pick_fights_with_other_lords,_leaving_us_divided_and_weak
str_lord_derogatory_pitiles_action alienate_the_commons,_provoking_revolt_and_mutiny
str_lord_derogatory_cunning_action cut_a_deal_with_the_enemy_behind_our_back
str_lord_derogatory_sadistic_action bring_shame_upon_our_cause_and_our_realm
str_lord_derogatory_goodnatured_action take_pity_on_our_enemies,_rather_than_fight_them
str_lord_derogatory_upstanding_action place_your_own_exaggerated_sense_of_honor_above_the_needs_of_the_realm
str_rebellion_dilemma_default {!}[liege]
str_rebellion_dilemma_martial {s45}_was_clearly_wronged._Although_I_gave_an_oath_to_{s46},_it_does_not_bind_me_to_support_him_if_he_usurped_his_throne_illegally.
str_rebellion_dilemma_quarrelsome Hmm._{s46}_has_never_given_me_my_due,_so_I_don't_figure_I_owe_him_much._However,_maybe_{s45}_will_be_no_better,_and_{s46}_has_at_least_shown_himself_.
str_rebellion_dilemma_pitiless Hmm._{s45}_says_{reg3?she:he}_is_the_rightful_heir_to_the_throne._That_is_good_--_it_absolves_me_of_my_oath_to_{s46}._But_still_I_must_weight_my_decision_carefully.
str_rebellion_dilemma_cunning Hmm._I_gave_an_oath_of_homage_to_{s46},_yet_the_powerful_are_not_bound_by_their_oaths_as_our_ordinary_people._Our_duty_is_to_our_own_ability_to_rule,_to_impose_order_and_prevent_the_war_of_all_against_all.
str_rebellion_dilemma_sadistic Hmm._In_this_vile_world,_a_wise_man_must_think_of_himself,_for_no_one_else_will._So_--_what's_in_it_for_me?
str_rebellion_dilemma_goodnatured I_do_not_know_what_to_say._I_gave_an_oath_to_{s46}_as_the_lawful_ruler,_but_if_he_is_not_the_lawful_ruler,_I_don't_know_if_I_am_still_bound.
str_rebellion_dilemma_upstanding This_is_troublesome._It_is_a_grave_thing_to_declare_my_homage_to_{s46}_to_be_null_and_void,_and_dissolve_the_bonds_which_keep_our_land_from_sinking_into_anarchy._Yet_I_am_also_pledged_to_support_the_legitimacy_of_the_succession,_and_{s45}_also_has_a_valid_claim_to_the_throne.
str_rebellion_dilemma_2_default {!}[liege]
str_rebellion_dilemma_2_martial On_the_other_hand,_{s46}_has_led_us_in_war_and_peace,_and_I_am_loathe_to_renounce_my_allegiance.
str_rebellion_dilemma_2_quarrelsome So_tell_me,_why_should_I_turn_my_back_on_the_{reg4?bitch:bastard}_I_know,_in_favor_of_{reg3?a_woman:the_bastard}_I_don't_know?
str_rebellion_dilemma_2_pitiless It_is_a_most_perilous_position_to_be_in,_to_be_asked_whom_I_would_make_{reg3?ruler:king}_of_this_land._Yet_it_is_also_a_time_of_opportunity,_for_me_to_reap_the_rewards_that_have_always_been_my_due!
str_rebellion_dilemma_2_cunning {s46}_has_been_challenged,_and_thus_{reg4?she:he}_will_never_be_able_to_rule_as_strongly_as_one_whose_claim_has_never_been_questioned._Yet_if_{s45}_takes_the_throne_by_force,_{reg3?she:he}_will_not_be_as_strong_as_one_who_succeeded_peacefully.
str_rebellion_dilemma_2_sadistic Perhaps_if_I_join_{s45}_while_{reg3?she:he}_is_still_weak_{reg3?she:he}_will_enrich_me,_but_perhaps_if_I_bring_{s46}_your_head_{reg4?she:he}_will_give_me_an_even_greater_reward.
str_rebellion_dilemma_2_goodnatured {s46}_has_always_treated_me_decently,_yet_it's_true_that_{reg4?she:he}_did_wrong_to_{s45}._I_hesitate_to_renounce_my_homage_to_{s46},_yet_I_also_don't_think_it's_right_to_support_injustice.
str_rebellion_dilemma_2_upstanding I_feel_that_I_must_do_whatever_is_best_for_the_realm,_to_avoid_it_being_laid_waste_by_civil_war_and_ravaged_by_its_enemies.
str_political_philosophy_default {!}[liege]
str_political_philosophy_martial My_sword_is_at_the_disposal_of_my_rightful_liege,_so_long_as_he_upholds_his_duty_to_me.
str_political_philosophy_quarrelsome Bah._They're_all_a_bunch_of_bastards._I_try_to_make_sure_that_the_ones_who_wrong_me_learn_to_regret_it.
str_political_philosophy_pitiless Men_will_always_try_to_cheat_others_of_their_rightful_due._In_this_faithless_world,_each_must_remain_vigilant_of_his_own_rights.
str_political_philosophy_cunning Well,_it's_a_harsh_world,_and_it_is_our_lot_to_face_harsh_choices._Sometimes_one_must_serve_a_tyrant_to_keep_the_peace,_but_sometimes_a_bit_of_rebellion_keeps_the_kings_honest._Circumstance_is_all.
str_political_philosophy_sadistic My_philosophy_is_simple:_it_is_better_to_be_the_wolf_than_the_lamb.
str_political_philosophy_goodnatured Well,_you_should_keep_faith_with_your_promises,_and_not_do_injustice_to_others._Sometimes_it's_hard_to_balance_those._Stick_with_people_you_trust,_I_think,_and_it's_hard_to_go_far_wrong.
str_political_philosophy_upstanding Kingship_and_lordship_have_been_instituted_to_keep_the_peace_and_prevent_the_war_of_all_against_all,_yet_that_must_not_blind_us_to_the_possibility_of_injustice.
str_political_philosophy_roguish Hmm.._I_guess_I'm_thinking_that_it's_good_to_be_a_lord.
str_political_philosophy_benefactor A_good_ruler_makes_sure_all_are_treated_justly._Personally,_I_intend_to_use_my_authority_to_better_the_lot_of_those_who_live_in_my_demesne.
str_political_philosophy_custodian A_good_ruler_creates_the_proper_conditions_for_people_to_prosper._Personally,_I_intend_to_use_my_wealth_to_create_more_wealth,_for_myself_and_for_the_common_benefit.
str_rebellion_prior_argument_very_favorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_and_I_tend_to_agree_with_them.
str_rebellion_prior_argument_favorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_and_I_tend_to_agree_with_them.
str_rebellion_prior_argument_unfavorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_but_I_do_not_find_them_convincing.
str_rebellion_prior_argument_very_unfavorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_but_I_disagree_with_most_of_them.
str_rebellion_rival_default {!}[liege]
str_rebellion_rival_martial {s49}_your_ally_{s44}_once_questioned_my_honour_and_my_bravery._It's_not_often_I_get_the_chance_to_face_him_in_battle,_and_make_him_retract_his_statement.
str_rebellion_rival_quarrelsome {s49}_you're_working_with_{s44}._He's_a_crafty_weasel,_and_I_don't_trust_him_one_bit.
str_rebellion_rival_pitiless {s49}_you_seem_to_have_enlisted_the_support_of_{s44}_--_who_is_soft,_and_weak,_and_not_fit_to_govern_a_fief,_and_whom_I_have_always_detested.
str_rebellion_rival_cunning {s49}_{s44},_who_has_already_joined_you,_is_headstrong_and_quarrelsome,_and_a_bit_of_liability.
str_rebellion_rival_sadistic {s49}_I_have_no_desire_to_fight_alongside_your_ally_{s44},_who_puts_on_such_a_nauseating_display_of_virtue.
str_rebellion_rival_goodnatured {s49}_I'd_be_reluctant_to_be_on_the_same_side_as_{s44},_who_has_quite_a_reputation_for_cruelty.
str_rebellion_rival_upstanding {s49}_your_ally_{s44}_is_in_my_opinion_a_dangerous,_unreliable,_and_highly_unprincipled_man.
str_rebellion_argument_favorable I_respect_your_line_of_argument
str_rebellion_argument_neutral I_find_your_line_of_argument_only_moderately_compelling
str_rebellion_argument_unfavorable I_do_not_find_your_line_of_argument_compelling
str_rebellion_persuasion_favorable you_state_your_case_eloquently
str_rebellion_persuasion_neutral you_make_a_reasonable_case
str_rebellion_persuasion_unfavorable you_make_an_unconvincing_case
str_rebellion_relation_very_favorable I_have_the_greatest_respect_for_you_personally.
str_rebellion_relation_favorable I_know_and_respect_you_personally.
str_rebellion_relation_neutral I_do_not_know_you_as_well_as_I_might_like.
str_rebellion_relation_unfavorable I_do_not_trust_you.
str_and_comma_3 Furthermore,_
str_but_comma_3 However,
str_and_comma_1 ,_and_
str_but_comma_1 ,_but_
str_and_comma_2 ._Moreover,_
str_but_comma_2 ._Nonetheless,_
str_rebellion_agree_default Very_well_--_I_am_ready_to_pledge_myself_to_{s45}_as_my_{reg3?queen:king}.
str_rebellion_agree_martial I_have_decided._I_will_back_{s45}_as_the_rightful_heir.
str_rebellion_agree_quarrelsome Ahh,_I've_thought_long_enough._I_never_did_like_{s46}_much_anyway._Let's_go_take_his_throne_away_from_{reg4?her:him}.
str_rebellion_agree_pitiless You_are_fortunate._I_have_decided_to_join_your_cause._Pray_do_not_give_me_cause_to_regret_this_decision.
str_rebellion_agree_cunning This_is_a_most_dangerous_decision,_but_after_careful_consideration,_I_have_decided_that_I_will_join_you._Let's_hope_it_is_for_the_best.
str_rebellion_agree_sadistic Well_then._I_will_back_{reg5?you:your_{reg3?woman:man}_{s45}}._But_you'd_best_make_sure_that_{reg5?I'm_rewarded:{reg3?she:he}_rewards_me}_well!
str_rebellion_agree_goodnatured All_right._I_think_{reg5?you:your_{reg3?woman:man}}_will_be_a_good_ruler._I'll_be_part_of_your_cause.
str_rebellion_agree_upstanding May_the_Heavens_forgive_me_if_I_do_wrong._My_first_duty_is_to_this_realm,_and_to_save_it_from_lawlessness_I_will_back_{s45}_and_renounce_my_homage_to_{s46}.
str_rebellion_refuse_default {!}[liege]
str_rebellion_refuse_martial I_am_sorry._{s45}_has_a_good_claim,_but_it's_not_enough_for_me_to_turn_my_back_on_{s46}._I_will_remain_loyal_to_my_liege.
str_rebellion_refuse_quarrelsome Nah._Your_whelp_{s45}_doesn't_have_what_it_takes_to_rule_this_realm._I'm_sticking_with_{s46}.
str_rebellion_refuse_pitiless No._I_will_not_join_your_rebellion._I_count_it_little_more_than_the_tantrum_of_a_child,_denied_a_bauble_which_{reg3?she:he}_thinks_should_be_{reg3?hers:his}._I_will_stick_with_{s46},_whose_ability_to_rule_is_well-tested.
str_rebellion_refuse_cunning I_am_sorry._You_do_not_give_me_reason_for_confidence_that_you_will_win._Many_will_die,_but_I_do_not_wish_to_be_among_them._I_will_continue_to_back_{s46}.
str_rebellion_refuse_sadistic No._I_won't_play_your_little_game._You_grasp_at_a_crown,_but_I_think_instead_you'll_get_a_quick_trip_to_the_scaffold,_and_I'll_be_there_by_{s46}'s_side_to_watch_the_headsman's_axe_drop.
str_rebellion_refuse_goodnatured I_am_sorry._I_don't_feel_right_turning_my_back_on_{s46}._No_hard_feelings_when_me_meet_on_the_battlefield.
str_rebellion_refuse_upstanding I_am_sorry._{s45}'s_claim_is_not_strong_enough_for_me_to_inflict_the_curse_of_civil_disorder_on_the_poor_wretches_of_this_land._I_will_continue_to_back_{s46}._May_the_Heavens_forgive_me_if_I_do_wrong.
str_talk_later_default {!}[liege]
str_talk_later_martial Now_is_not_the_time_to_talk_politics!_I_am_here_today_with_my_fellow_lords,_armed_for_battle._You'd_better_prepare_to_fight.
str_talk_later_quarrelsome Do_you_expect_me_to_discuss_betraying_my_liege_with_you,_while_we_are_surrounded_by_his_army?_What_do_you_take_me_for,_a_bloody_idiot?
str_talk_later_pitiless Still_your_tongue!_Whatever_I_have_to_say_on_this_matter,_I_will_not_say_it_here_and_now,_while_we_are_in_the_midst_of_our_army.
str_talk_later_cunning This_is_hardly_the_time_or_the_place_for_such_a_discussion._Perhaps_we_can_discuss_it_at_a_later_time_and_a_different_place,_but_for_now_we're_still_foes.
str_talk_later_sadistic You_should_have_your_mouth_sewn_shut!_Can_you_imagine_what_would_happen_if_the_other_vassals_see_me_talking_to_you_of_treason?
str_talk_later_goodnatured So_you_wish_to_discuss_your_rebellion_with_me?_Try_that_again_when_we_aren't_surrounded_by_my_liege's_army,_and_I_will_hear_what_you_have_to_say.
str_talk_later_upstanding Whatever_my_thoughts_on_the_legitimacy_of_the_succession,_I_am_not_about_to_discuss_them_here_and_now._If_we_meet_again_when_we_can_talk_in_privacy,_I_will_hear_what_you_have_to_say_on_the_matter._But_for_now,_consider_me_your_enemy.
str_npc_claim_throne_liege {!}[placeholder_-_i_am_already_king]
str_npc_claim_throne_liege_martial {!}[it_is_my_right_by_birth].
str_npc_claim_throne_liege_quarrelsome {!}[in_this_life,_you_take_power_when_you_can_get_it
str_npc_claim_throne_liege_pitiless {!}[it_is_my_right_by_birth].
str_npc_claim_throne_liege_cunning {!}[i_suppose_there_comes_a_time_in_a_man's_life_when_you_should_grasp_at_a_crown,_as_you'll_always_regret_not_doing_it].
str_npc_claim_throne_liege_sadistic {!}[i_will_show_those_who_despise_me].
str_npc_claim_throne_liege_goodnatured {!}[if_you_really_think_that_i_have_the_best_claim].
str_npc_claim_throne_liege_upstanding {!}[i_could_do_much_good].
str_gossip_about_character_default There_aren't_many_recent_rumors_about_{s6}'s_personal_life.
str_gossip_about_character_martial They_say_that_{s6}_loves_nothing_more_than_war.
str_gossip_about_character_quarrelsome They_say_that_{s6}_almost_came_to_blows_with_another_lord_lately,_because_the_man_made_a_joke_about_{reg4?her:his}_nose.
str_gossip_about_character_selfrighteous I_heard_that_{s6}_had_a_squire_executed_because_the_unfortunate_man_killed_a_deer_in_{reg4?her:his}_forest.
str_gossip_about_character_cunning They_say_that_{s6}_is_a_cunning_opponent.
str_gossip_about_character_sadistic They_say_that_{s6}_likes_to_torture_{reg4?her:his}_enemies._I_wouldn't_want_to_get_on_the_bad_side_of_that_{reg4?woman:man}.
str_gossip_about_character_goodnatured They_say_that_{s6}_is_a_good_{reg4?woman:man}_and_treats_people_living_in_{reg4?her:his}_lands_decently._That_is_more_than_what_can_be_said_for_most_of_the_nobles.
str_gossip_about_character_upstanding People_say_that_it_is_good_to_be_in_the_service_of_{s6}._{reg4?She:He}_is_good_to_{reg4?her:his}_followers,_and_rewards_them_if_they_work_well.
