str_no_string|NO STRING! 
str_khergit_rebellion_monarch_response_2|达 斯 塔 姆 可 以 当 一 个 很 不 错 的 牧 群 推 事， 也 可 以 当 一 个 土 地 纠 纷 的 仲 裁 者， 但 你 能 想 象 这 样 的 人 能 成 为 一 个 可 汗？ 照 他 那 样， 我 们 只 会 被 邻 国 攻 占 土 地， 回 到 以 前 在 草 原 上 受 冻 挨 饿 的 日 子。 
str_nord_rebellion_monarch_response_2|老 哈 克 瑞 姆 也 许 有 些 处 理 王 国 的 幻 想， 但 成 为 诺 德 人 国 王 不 仅 仅 是 靠 血 脉。 我 能 成 为 国 王 靠 的 是 诸 侯 们 的 拥 护， 以 及 最 强 的 实 力。 这 些 比 血 脉 更 重 要， 否 则 人 们 只 能 处 于 痛 苦 之 中。 
str_rhodok_rebellion_monarch_response_2|这 些 家 伙 所 关 心 的 自 由 只 有 他 们 长 胖 的 自 由。 同 时， 我 的 人 睡 在 大 草 原 上， 吃 着 干 面 包 和 腌 鱼， 搜 索 着 地 平 线， 烧 几 个 村 庄， 流 血， 只 是 为 了 让 商 路 畅 通。 我 给 你 出 个 主 意—— 如 果 我 遇 到 一 个 瘸 子， 被 库 吉 特 人 射 伤 或 被 斯 瓦 迪 亚 砍 伤 那 种， 我 会 对 他 说：“ 老 兄， 这 边 有 个 家 伙 可 以 为 你 的 伤 打 打 官 司。” 
str_sarranid_rebellion_monarch_response_2|不 过 你 应 当 明 白，阿 瓦 尔 之 所 以 成 为 拜 巴 克 的 伴 侣， 并 不 是 因 为 她 的 智 慧 或 是 对 公 正 的 热 爱。 不 是， 她 被 选 中 只 是 因 为 她 是 个 女 巫， 她 能 够 把 像 艾 扎 尔 和 拜 巴 克 这 样 的 男 人 变 成 口 吃 的 笨 蛋。 没 关 系—— 我 曾 谨 遵 我 的 誓 言， 而 且 尊 重 她 对 权 位 的 篡 夺， 直 到 誓 言 随 着 她 傀 儡 的 死 亡 而 失 效。 现 在 她 必 须 尊 重 我 的。 
str_courtship_comment_conventional_generic|是 非 常 有 教 养 一 类 的 
str_courtship_comment_adventurous_generic|似 乎 是 足 够 正 派 的 
str_courtship_comment_otherworldly_generic|是 最 文 雅 和 殷 勤 的 
str_courtship_comment_ambitious_generic|缺 乏 魄 力—— 不 过 也 许 可 以 补 救 
str_courtship_comment_moralist_generic|看 起 来 是 个 好 人 
str_feast_description|缺 乏 的 
str_feast_description_2|不 足 的 
str_feast_description_3|刚 刚 够 的 
str_feast_description_4|足 够 的 
str_feast_description_5|充 足 的 
str_feast_description_6|奢 侈 的 
str_feast_lengthy_description_1|你 提 供 的 食 物 还 不 够 你 的 客 人 和 他 们 的 随 从 吃 的， 这 迫 使 他 们 到 附 近 的 乡 镇 以 极 其 高 昂 的 价 格 采 购 食 物。 大 家 都 认 为 你 没 有 尽 到 主 人 的 职 责， 这 同 时 降 低 了 他 们 对 你 的 信 任 和 你 的 整 个 名 声。 
str_feast_lengthy_description_2|你 提 供 的 饮 食 最 终 耗 尽 了， 这 迫 使 一 部 分 客 人 从 过 往 小 贩 那 里 购 买 食 物， 或 者 早 早 的 把 一 部 分 他 们 的 随 从 打 发 回 家。 他 们 好 心 地 把 这 短 缺 归 咎 于 糟 糕 的 计 划 而 不 是 你 的 吝 啬， 但 不 管 怎 么 说， 这 对 你 的 名 声 不 好。 
str_feast_lengthy_description_3|你 提 供 的 饮 食 足 够 你 那 些 贵 族 朋 友 们 享 用， 虽 然 他 们 随 从 中 的 一 部 分 平 民 不 得 不 空 手 而 归。 你 正 在 建 立 起 一 个 至 少 清 楚 自 己 社 会 职 责 的 贵 族 的 形 象。 
str_feast_lengthy_description_4|你 提 供 了 足 够 的 饮 食， 而 且 品 种 丰 富， 这 建 立 起 了 你 的 信 誉。 美 食， 佳 酿， 还 有 席 间 的 欢 笑 都 让 你 的 宾 客 们 开 始 放 松 下 来， 他 们 开 始 毫 无 顾 忌 的 谈 论 国 事， 并 且 对 你 信 任 有 加。 
str_feast_lengthy_description_5|你 提 供 了 足 够 你 的 贵 族 客 人 和 他 们 随 从 享 用 的 饮 食， 剩 下 的 食 物 都 被 分 给 了 穷 人。 你 的 客 人 们 对 你 的 慷 慨， 还 有 你 对 自 己 社 会 地 位 所 应 当 承 担 的 责 任 如 此 明 了 而 赞 不 绝 口。 饮 宴 之 间， 谈 话 渐 入 佳 境， 气 氛 愉 悦， 拉 近 了 你 与 所 有 在 座 宾 客 之 间 的 距 离。 
str_feast_lengthy_description_6|在 接 下 来 的 几 个 月 中， 你 宴 会 的 规 模 都 将 会 是 整 个 王 国 的 话 题， 而 且 这 将 会 成 为 以 后 所 有 宴 会 的 标 准。 你 不 仅 让 你 的 贵 族 客 人 和 他 们 的 随 从 们 吃 饱 喝 足， 连 聚 集 在 门 口 的 穷 人 都 吃 了 个 饱。 
str_kingdom_1_adjective|斯 瓦 迪 亚 
str_kingdom_2_adjective|维 吉 亚 
str_kingdom_3_adjective|库 吉 特 
str_kingdom_4_adjective|诺 德 
str_kingdom_5_adjective|罗 多 克 
str_kingdom_6_adjective|萨 兰 德 
str_credits_1|Mount&Blade:Warband Copyright 2008-2010 Taleworlds Entertainment
str_credits_2|Game design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer 
str_credits_3|Programming:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|CG Artists:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Concept Artist:^Ganbat Badamkhand 
str_credits_6|Writing:^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Original Music:^Jesse Hopkins 
str_credits_8|Voice Talent:^Tassilo Egloffstein
str_credits_9|Tutorial written by:^Steve Negus^Armagan Yavuz^Edward Spoerl^^^Horse Motion Capture Animation Supplied by:^Richard Widgery & Kinetic Impulse^^^Physics:^Havok^^^Sound and Music Program Library:^FMODex Sound System by Firelight Technologies^^^Skybox Textures:^Jay Weston^^^Chinese Translation:^Hetairoi; Gaodatailang; silentjealousy; Ginn; fallout13; James; D.Kaede; Kan2; alixyang; muyiboy^^^TaleWorlds Director of Communications:^Ali Erkin ^^^TaleWorlds Forum Programming:^Brett Flannigan ^^^TaleWorlds.com Forum Administrators and Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Mount&Blade Community Suggestions and Feedback:^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Special Thanks to Toby Lee for his ideas and in depth feedback on the combat system.^...and many many other wonderful Mount&Blade players!^^(This is only a small sample of all the players who have contributed to the game by providing suggestions and feedback.^This list has been compiled by sampling only a few threads in the Taleworlds Forums.^Unfortunately compiling an exhaustive list is almost impossible.^We apologize sincerely if you contributed your suggestions and feedback but were not listed here, and please know that we are grateful to you all the same...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann 
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing:Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg 
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia) 
str_multi_scene_1|废 墟 
str_multi_scene_2|村 庄 
str_multi_scene_3|海 勒 斯 城 堡 
str_multi_scene_4|残 破 要 塞 
str_multi_scene_5|场 景 5 
str_multi_scene_6|场 景 6 
str_multi_scene_7|小 河 湾 
str_multi_scene_8|罗 多 翰 城 堡 
str_multi_scene_9|雪 山 小 村 
str_multi_scene_10|都 灵 城 堡 
str_multi_scene_11|诺 德 城 镇 
str_multi_scene_16|舷 战 
str_multi_scene_17|布 鲁 沃 德 城 堡 
str_multi_scene_18|雪 中 战 场 
str_multi_scene_19|麦 达 尔 城 堡 
str_multi_scene_12|随 机 平 原 ( 中 ) 
str_multi_scene_13|随 机 平 原 ( 大 ) 
str_multi_scene_14|随 机 草 原 ( 中 ) 
str_multi_scene_15|随 机 草 原 ( 大 ) 
str_multi_scene_end|多 人 场 景 结 束 
str_multi_game_type_1|混 战 模 式 
str_multi_game_type_2|组 队 混 战 
str_multi_game_type_3|战 场 模 式 
str_multi_game_type_4|守 护 与 摧 毁 
str_multi_game_type_5|抢 旗 模 式 
str_multi_game_type_6|征 服 模 式 
str_multi_game_type_7|攻 城 模 式 
str_multi_game_type_8|决 斗 模 式 
str_multi_game_types_end|多 人 游 戏 类 型 结 束 
str_poll_kick_player_s1_by_s0|{s0}发 起 投 票 踢 出 玩 家 {s1}。 
str_poll_ban_player_s1_by_s0|{s0}发 起 投 票 禁 止 玩 家 {s1}进 入 服 务 器。 
str_poll_change_map_to_s1_by_s0|{s0}发 起 投 票 更 换 地 图 为 {s1}。 
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0}发 起 投 票 更 换 地 图 为 {s1}更 换 国 家 为 {s2}和 {s3}。 
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0}发 起 投 票 改 变 虚 拟 人 数 量 为 {reg0}和 {reg1}。 
str_poll_kick_player|有 人 提 议 投 票 踢 出 玩 家 {s0}： ^ 1 为 赞 成， 2 为 反 对。 
str_poll_ban_player|有 人 提 议 投 票 禁 止 玩 家 {s0}进 入 服 务 器： ^ 1 为 赞 成， 2 为 反 对。 
str_poll_change_map|有 人 提 议 投 票 切 换 地 图 为 {s0}： ^ 1 为 赞 成， 2 为 反 对。 
str_poll_change_map_with_faction|有 人 提 议 投 票 切 换 地 图 为 {s0}， 双 方 势 力 为 {s1}和 {s2}： ^ 1 为 赞 成， 2 为 反 对。 
str_poll_change_number_of_bots|有 人 提 议 投 票 设 定 虚 拟 人 (bot) 数 量 为:{s0}{reg0}人， {s1}{reg1}人： ^ 1 为 赞 成， 2 为 反 对。 
str_poll_time_left|( 投 票 时 间 还 剩 {reg0}秒 ) 
str_poll_result_yes|多 数 人 通 过 了 投 票。 
str_poll_result_no|多 数 人 否 决 了 投 票。 
str_total_item_cost_reg0|装 备 总 值： {reg0}
str_server_name|服 务 器 名： 
str_game_password|进 入 密 码： 
str_map|地 图： 
str_game_type|游 戏 模 式： 
str_max_number_of_players|最 大 人 数： 
str_number_of_bots_in_team_reg1|{reg1}队 中 虚 拟 人 数： 
str_team_reg1_faction|{reg1}队 所 属 国 家： 
str_enable_valve_anti_cheat|允 许 Valve 反 作 弊（ 需 要 有 效 的 Steam 账 号） 
str_allow_friendly_fire|允 许 远 程 队 友 伤 害 
str_allow_melee_friendly_fire|允 许 队 友 近 战 伤 害 
str_friendly_fire_damage_self_ratio|队 友 伤 害 到 自 己 （ % ）： 
str_friendly_fire_damage_friend_ratio|队 友 伤 害 到 队 友 （ % ）： 
str_spectator_camera|旁 观 者 视 角： 
str_control_block_direction|格 挡 方 向 控 制： 
str_map_time_limit|地 图 时 间 限 制 ( 分 钟 )： 
str_round_time_limit|回 合 时 间 限 制 ( 秒 )： 
str_players_take_control_of_a_bot_after_death|玩 家 死 亡 后 切 换 到 虚 拟 人： 
str_team_points_limit|队 伍 分 数 限 制： 
str_point_gained_from_flags|夺 旗 奖 励 队 伍 分 数 （ 百 分 比 ）： 
str_point_gained_from_capturing_flag|抢 旗 奖 励 分 数： 
str_respawn_period|重 生 间 隔 时 间 ( 秒 )： 
str_add_to_official_game_servers_list|加 入 官 方 服 务 器 列 表 
str_combat_speed|战 斗 速 度： 
str_combat_speed_0|最 慢 
str_combat_speed_1|稍 慢 
str_combat_speed_2|正 常 
str_combat_speed_3|稍 快 
str_combat_speed_4|最 快 
str_off|关 闭 
str_on|开 
str_defender_spawn_count_limit|防 守 方 最 大 重 生 次 数： 
str_unlimited|无 限 制 
str_automatic|自 动 
str_by_mouse_movement|鼠 标 控 制 
str_free|自 由 
str_stick_to_any_player|锁 定 任 一 玩 家 
str_stick_to_team_members|锁 定 队 友 
str_stick_to_team_members_view|锁 定 为 队 友 视 角 
str_make_factions_voteable|可 投 票 选 择 势 力 
str_make_kick_voteable|可 投 票 踢 玩 家 
str_make_ban_voteable|可 投 票 禁 止 玩 家 
str_bots_upper_limit_for_votes|可 投 票 选 择 虚 拟 人 的 上 限： 
str_make_maps_voteable|可 投 票 选 择 地 图 
str_valid_vote_ratio|投 票 最 低 通 过 比 例 （ % ）： 
str_auto_team_balance_limit|自 动 队 伍 平 衡 最 低 值 （ 相 差 ）： 
str_welcome_message|欢 迎 信 息： 
str_initial_gold_multiplier|初 始 金 额 （ % ）： 
str_battle_earnings_multiplier|战 斗 奖 金 （ % ）:
str_round_earnings_multiplier|回 合 奖 金 （ % ）： 
str_allow_player_banners|允 许 个 性 旗 帜 
str_force_default_armor|强 制 起 始 防 具 
str_respawning_in_reg0_seconds|{reg0}秒 后 重 生…… 
str_no_more_respawns_remained_this_round|此 局 已 不 能 复 活 
str_reg0_respawns_remained|( 还 剩 {reg0}条 命 ) 
str_this_is_your_last_respawn|( 这 是 你 的 最 后 一 条 命 ) 
str_wait_next_round|( 等 候 下 一 回 合 ) 
str_yes_wo_dot|可 
str_no_wo_dot|否 
str_we_resign|我 们 没 有 足 够 的 兵 力 继 续 作 战。 我 们 向 你 投 降， {playername}。 
str_i_resign|我 还 想 活 下 去。 我 投 降。 
str_s1_returned_flag|{s1}将 丢 失 的 旗 帜 重 新 夺 回！ 
str_s1_auto_returned_flag|{s1}旗 帜 自 动 回 到 了 他 们 的 基 地！ 
str_s1_captured_flag|{s1}俘 获 敌 军 旗 帜！！ 
str_s1_taken_flag|{s1}抢 到 了 敌 军 旗 帜！ 
str_s1_neutralized_flag_reg0|{s1}已 中 立 化 旗 帜 {reg0}。 
str_s1_captured_flag_reg0|{s1}占 领 了 旗 帜 {reg0}！ 
str_s1_pulling_flag_reg0|{s1}开 始 在 {reg0}旗 区 升 旗。 
str_s1_destroyed_target_0|{s1}摧 毁 目 标 A！ 
str_s1_destroyed_target_1|{s1}摧 毁 目 标 B！ 
str_s1_destroyed_catapult|{s1}摧 毁 投 石 机！ 
str_s1_destroyed_trebuchet|{s1}摧 毁 投 石 车！ 
str_s1_destroyed_all_targets|{s1}摧 毁 了 所 有 目 标。 
str_s1_saved_1_target|{s1}保 护 了 一 个 目 标。 
str_s1_saved_2_targets|{s1}守 住 了 所 有 目 标！ 
str_s1_defended_castle|{s1}守 住 了 城 堡！ 
str_s1_captured_castle|{s1}占 领 城 堡！！ 
str_auto_team_balance_in_20_seconds|20 秒 内 将 自 动 调 整 双 方 力 量。 
str_auto_team_balance_next_round|下 一 回 合 将 自 动 调 整 双 方 力 量。 
str_auto_team_balance_done|自 动 调 整 双 方 力 量 完 成。 
str_s1_won_round|{s1}此 回 合 胜！！ 
str_round_draw|时 间 到， 平 局。 
str_round_draw_no_one_remained|无 人 幸 存， 平 局。 
str_death_mode_started|死 亡 时 间 开 始！！ 
str_reset_to_default|默 认 设 置 
str_done|完 成 
str_player_name|玩 家 
str_kills| 杀 
str_deaths|  没 
str_ping|Ping 
str_dead|死 亡 
str_reg0_dead|{reg0}死 亡 
str_bots_reg0_agents|虚 拟 人 ({reg0}人 ) 
str_bot_1_agent|虚 拟 人 (1 人 ) 
str_score|得 分 
str_score_reg0|得 分： {reg0}
str_flags_reg0|( 旗 帜： {reg0}) 
str_reg0_players|({reg0}玩 家 ) 
str_reg0_player|({reg0}玩 家 ) 
str_open_gate|开 栅 
str_close_gate|关 栅 
str_open_door|开 门 
str_close_door|关 门 
str_raise_ladder|架 梯 
str_drop_ladder|拆 梯 
str_back|返 回 
str_start_map|开 始 地 图 
str_choose_an_option|选 项： 
str_choose_a_poll_type|投 票 类 型： 
str_choose_faction|选 择 国 家 
str_choose_a_faction|选 择 国 家： 
str_choose_troop|选 择 兵 种 
str_choose_a_troop|选 择 兵 种 等 级： 
str_choose_items|选 择 装 备 
str_options|选 项 
str_redefine_keys|重 新 定 义 键 值 
str_submit_a_poll|发 起 投 票 
str_administrator_panel|管 理 员 界 面 
str_kick_player|踢 出 玩 家 
str_ban_player|禁 止 玩 家 
str_mute_player|沉 默 玩 家 
str_unmute_player|取 消 沉 默 玩 家 
str_quit|退 出 
str_poll_for_changing_the_map|改 换 地 图 
str_poll_for_changing_the_map_and_factions|改 换 地 图 和 国 家 
str_poll_for_changing_number_of_bots|改 变 虚 拟 人 数 量 
str_poll_for_kicking_a_player|踢 出 玩 家 
str_poll_for_banning_a_player|禁 止 玩 家 
str_choose_a_player|选 择 一 个 玩 家： 
str_choose_a_map|选 择 一 个 地 图： 
str_choose_a_faction_for_team_reg0|给 组 队 {reg0}选 择 一 个 国 家： 
str_choose_number_of_bots_for_team_reg0|给 组 队 {reg0}选 择 虚 拟 人 数 量： 
str_spectator|旁 观 者 
str_spectators|旁 观 者 
str_score|得 分 
str_command|命 令： 
str_profile_banner_selection_text|给 你 的 角 色 选 定 一 面 旗 帜 
str_use_default_banner|使 用 国 家 默 认 旗 帜 
