str_no_string|¡NO STRING!
str_comment_player_suggestion_failed|Hice caso de vuestra sugerencia y acabó siendo un desastre, así que os hago responsable.
str_comment_you_enfiefed_a_commoner_hesitant|Al parecer habéis concedido {s51} a un plebeyo que se hace llamar {s54}. Tened cuidado. Aprender el arte de gobernar no es tarea fácil, y tal vez sea mejor que pase de padres a hijos. Os aconsejo que no juguéis a crear nuevos nobles.
str_comment_you_enfiefed_a_commoner_derisive|Al parecer habéis concedido {s51} a un plebeyo que se hace llamar {s54}. ¿No sabéis por los ancianos que no debéis hacer togas reales con pieles de cerdo?
str_comment_you_enfiefed_a_commoner_nasty|Al parecer habéis concedido {s51} a un plebeyo que se hace llamar {s54}. ¡Prestad más atención! Un perro puede volverse contra su dueño.
str_comment_marriage_normal_family|Felicitaciones por vuestro casamiento con mi {s11} {s50}. ¡Ahora ya os podéis considerar parte de la familia!
str_comment_marriage_normal|Felicitaciones por vuestro casamiento con {s50}. Sois dignos el uno del otro.
str_comment_marriage_normal_nasty|Bueno... veo que os habéis casado con {s50}. Siempre fue una muchacha tonta, con muy poco seso.
str_comment_marriage_elopement_family|Bueno... de algún modo, habéis persuadido a mi {s11} {s50} para casarse con vos. No sé que hicisteis para convencerla, pero nuestra familia no olvidará esta humillación.
str_comment_marriage_elopement_liege|He oído que os fugasteis con {s50}, en contra de los deseos de su familia. Eso no me agrada. No me gusta ver como se ríen de los grandes señores de mi reino
str_comment_you_broke_truce_as_my_vassal|He oído que habéis roto mi tregua al atacar {s55}. ¿Os dais cuenta cómo me hace quedar esto? Si habéis actuado bajo mis órdenes, es deshonroso por mi parte. Si habéis ido por vuestra cuenta, quedo en ridículo. Me estoy planteando acusaros de traición ahora mismo.
str_comment_you_attacked_neutral_as_my_vassal|He oído que habéis atacado a siervos de los {s55}. Les habéis dado una excusa para atacarme, si quieren... ya veremos en qué desemboca todo esto. ¡Os habéis lucido, desde luego!
str_personality_archetypes|señor feudal
str_martial|marcial
str_quarrelsome|malhumorado
str_selfrighteous|implacable
str_cunning|astuto
str_debauched|sádico
str_goodnatured|de buen corazón
str_upstanding|de honor impecable
str_roguish|pícaro
str_benevolent|benevolente
str_mercantile|mercantilista
str_surrender_demand_default|¡Rendíos o morid!
str_surrender_demand_martial|La suerte no está de vuestro lado hoy. Podréis luchar contra nosotros, pero no es indigno que os rindáis ahora.
str_surrender_demand_quarrelsome|Os tengo entre la espada y la pared. Rendíos, u os mataré como a un perro.
str_surrender_demand_pitiless|No podéis vencerme y os llevaréis una dolorosa lección si lo intentáis. ¡Rendíos!
str_surrender_demand_cunning|Hoy no sois rival para nosotros. ¡Rendíos! ¡Si no por vos, pensad al menos en vuestros hombres!
str_surrender_demand_sadistic|¡Rendíos u os destriparé como a un pez!
str_surrender_demand_goodnatured|Nosotros tenemos la ventaja. Rendíos y os trataremos dignamente.
str_surrender_demand_upstanding|Podéis luchar contra nosotros, pero muchos de vuestros hombres caerán y probablemente perderéis la batalla. Rendíos y ahorradnos el baño de sangre.
str_surrender_offer_default|¡Deteneos! ¡Me rindo!
str_surrender_offer_martial|¡Deteneos! ¡Me rindo!
str_surrender_offer_quarrelsome|¡Basta! ¡Hoy ganáis vos, {perro/perra}! ¡Argh, qué vergüenza!
str_surrender_offer_pitiless|¡Me rindo! Habéis ganado. ¡Maldito el día!
str_surrender_offer_cunning|¡Deteneos! ¡Me rindo ante vos!
str_surrender_offer_sadistic|¡Me rindo! ¡Me rindo! ¡Detened a vuestros perros!
str_surrender_offer_goodnatured|¡Me rindo! ¡Enhorabuena por vuestra victoria, {señor/señora}!
str_surrender_offer_upstanding|¡Me rindo! ¡Concededme los privilegios de guerra y sed honorable!
str_lord_declines_negotiation_offer_default|Puede ser, pero deseo luchar con vos
str_lord_declines_negotiation_offer_martial|Puede ser, pero es mi obligación luchar con vos
str_lord_declines_negotiation_offer_quarrelsome|¡Ja! Quiero luchar con vos
str_lord_declines_negotiation_offer_pitiless|¿Por qué habría de importarme? Deseo luchar con vos
str_lord_declines_negotiation_offer_cunning|Ah. Veréis, por desgracia, deseo luchar con vos
str_lord_declines_negotiation_offer_sadistic|¡Cuidad esa lengua! La necesitaréis pronto, para pedir clemencia
str_lord_declines_negotiation_offer_goodnatured|Lo siento... no puedo permitir que os vayáis sin más. ¿Sin rencores?
str_lord_declines_negotiation_offer_upstanding|Puede ser, pero mi deber hacia mi señor requiere que luche con vos
str_prisoner_released_default|Tenéis mi gratitud, {señor/señora}. No olvidaré vuestra gentileza.
str_prisoner_released_martial|Sois {un hombre/una mujer} de honor, {señor/señora}. ¡No lo olvidaré!
str_prisoner_released_quarrelsome|¿Soy libre? Bueno... en ese caso, adiós.
str_prisoner_released_pitiless|Gracias. Cuando os venza, pediré que vuestra ejecución sea rápida y piadosa. A menos que os unáis a nosotros... Adiós, por ahora.
str_prisoner_released_cunning|¿Sí? Sois {un buen hombre/una buena mujer}. Intentaré encontrar una forma de pagároslo.
str_prisoner_released_sadistic|¿Sí? ¿Tan refinada es vuestra crueldad que preferís verme libre y humillado a tenerme encadenado? ¡Disfrutad de vuestro triunfo!
str_prisoner_released_goodnatured|Sois {un hombre/una mujer} de honor, {señor/señora}. ¡No lo olvidaré!
str_prisoner_released_upstanding|Sois {un hombre/una mujer} de honor, {señor/señora}. ¡No lo olvidaré!
str_enemy_meet_default|¿Quién sois vos que os presentáis con vuestras armas ante mí?
str_enemy_meet_martial|¿Cuál es vuestro nombre, {señor/señora}? Si debemos enfrentarnos, quisiera saber contra quién lucho.
str_enemy_meet_quarrelsome|¿Quién diablos sois?
str_enemy_meet_pitiless|¿Quién sois? Hablad, así sabré a quién he matado.
str_enemy_meet_cunning|Decidme vuestro nombre. Siempre es bueno conocer al enemigo.
str_enemy_meet_sadistic|¿Quién sois? Hablad rápido antes de que os arranque la lengua.
str_enemy_meet_goodnatured|¿Cuál es vuestro nombre, {señor/señora}? Si llegamos a las manos, quisiera saber contra quién lucho.
str_enemy_meet_upstanding|¿Quién sois vos que venís con vuestras armas a disputar nuestra noble causa?
str_battle_won_default|Hoy habéis demostrado ser {un aliado valioso/una aliada valiosa}.
str_battle_won_martial|¡No hay mayor fortuna que la oportunidad de mostrar nuestra valía en el campo de batalla!
str_battle_won_quarrelsome|¡Ja! Les hemos enseñado algo a esos bastardos, ¿eh?
str_battle_won_pitiless|¡Juntos haremos que nuestros enemigos teman nuestro nombre y tiemblen al vernos venir!
str_battle_won_cunning|Ahora que estamos en ventaja debemos presionar y así no malgastaremos la sangre derramada hoy.
str_battle_won_sadistic|Saqueemos a los muertos y dejémosles para los cuervos, y así todos sabrán el destino que les espera a quienes se cruzan en nuestro camino.
str_battle_won_goodnatured|¡Bien hecho! No hay mejor alegría que la de la victoria, ¿eh?
str_battle_won_upstanding|Demos gracias a los cielos por nuestra victoria y recemos por los buenos hombres que han caído hoy.
str_battle_won_grudging_default|Hoy habéis sido el factor determinante en la batalla. Pese a lo que piense de vos, no puedo negaros vuestro valor.
str_battle_won_grudging_martial|{playername}, hoy habéis demostrado ser {un hombre/una mujer} de valor, pese a las faltas cometidas en el pasado.
str_battle_won_grudging_quarrelsome|Hmf. Vuestra cara no es una que me apetezca ver, pero supongo que hoy debo agradecer vuestra ayuda.
str_battle_won_grudging_pitiless|Vuestra ayuda ha sido muy valiosa hoy. Imagino que no me habéis ayudado por amabilidad, pero de todas formas os lo agradezco.
str_battle_won_grudging_cunning|No sería prudente por mi parte no agradecer vuestra ayuda en un momento de necesidad. Así que... Tenéis mi gratitud.
str_battle_won_grudging_sadistic|¡Bueno! ¡Qué emoción! {playername} ha venido a salvarme.
str_battle_won_grudging_goodnatured|¡{playername}! No puedo decir que siempre nos hayamos llevado bien, pero hoy habéis luchado con valor. ¡Os doy las gracias!
str_battle_won_grudging_upstanding|Tal vez me equivocaba con vos. Vuestra llegada ha sido muy oportuna. Tenéis mi gratitud.
str_battle_won_unfriendly_default|Así que estáis aquí. Bueno, mejor tarde que nunca.
str_battle_won_unfriendly_martial|Hemos cruzado duras palabras en el pasado, pero por ahora, simplemente disfrutemos de la victoria.
str_battle_won_unfriendly_quarrelsome|Si estáis esperando que os lo agradezca, podéis seguir haciéndolo. No necesitaba vuestra ayuda, pero supongo que no teníais nada mejor que hacer, ¿verdad?
str_battle_won_unfriendly_pitiless|Habéis llegado como un chacal a serviros de lo que ha matado el león. Muy bien, disfrutad de la carroña. No os detendré.
str_battle_won_unfriendly_cunning|{playername}... Bueno, supongo que vuestra llegada no fue algo malo, pero no voy a fingir que estoy feliz de veros.
str_battle_won_unfriendly_sadistic|¡Salid de aquí, {carroñero/carroñera}! Ésta es mi victoria, por mucho que queráis robarme la gloria para vos.
str_battle_won_unfriendly_goodnatured|Oh, sois vos. Bueno, supongo que debo agradeceros la ayuda.
str_battle_won_unfriendly_upstanding|Gracias por venir en mi ayuda. Ahora me retiro, antes de que diga algo de lo cual me arrepienta.
str_troop_train_request_default|Necesito alguien como vos para ponerlos en forma.
str_troop_train_request_martial|Necesitan a alguien que les enseñe el sentido del valor.
str_troop_train_request_quarrelsome|Miserables zánganos. Me dan arcadas de verlos.
str_troop_train_request_pitiless|Tienen más miedo al enemigo que a mí, y eso no es bueno.
str_troop_train_request_cunning|Pero los hombres, al igual que las espadas, se templan y endurecen con el fuego.
str_troop_train_request_sadistic|Necesitan que alguien les dé unos latigazos para enseñarles lo que es el coraje, o que los mate en el intento.
str_troop_train_request_goodnatured|Son buenos chicos, pero me temo que aún no están listos para la batalla.
str_troop_train_request_upstanding|Enviarlos a una batalla así como están ahora sería un asesinato.
str_unprovoked_attack_default|¿Qué? ¿Por qué nos atacáis? ¡Hablad, granuja!
str_unprovoked_attack_martial|No tengo objeciones a un juicio de armas, pero me gustaría saber por qué nos atacáis.
str_unprovoked_attack_quarrelsome|Estáis cometiendo un gran error, {muchacho/muchacha}. ¿Qué creéis que estáis haciendo?
str_unprovoked_attack_pitiless|¿Sí? Si realmente queréis morir hoy me sentiré feliz de complaceros, pero tengo curiosidad por saber qué pretendéis conseguir.
str_unprovoked_attack_cunning|¿En serio? Creo que actuáis de forma muy poco prudente. ¿Qué pretendéis conseguir con todo esto?
str_unprovoked_attack_sadistic|¿Qué es esto? ¿Os gusta que os arranquen los ojos?
str_unprovoked_attack_goodnatured|¿Por qué hacéis esto? No tenemos querellas, {señor/señora}.
str_unprovoked_attack_upstanding|Considero éste un ataque sin provocación y protestaré a vuestro rey. ¿Por qué hacéis esto?
str_unnecessary_attack_default|No dudaré en mataros si me presionáis, pero os ofrezco la oportunidad de que os vayáis ahora mismo.
str_unnecessary_attack_martial|Estoy deseando aceptar vuestro desafío, {señor/señora}, pero os daré un minuto para que lo reconsideréis.
str_unnecessary_attack_quarrelsome|¡Bah! No estoy de humor para tales tonterías hoy. Idos de aquí.
str_unnecessary_attack_pitiless|Hoy me siento dadivoso. Fingiré que nos os he escuchado.
str_unnecessary_attack_cunning|No veo qué podríais ganar al hacerme vuestro enemigo. Tal vez deberíais iros.
str_unnecessary_attack_sadistic|No tengo tiempo que perder con una babosa como vos. Fuera de mi vista.
str_unnecessary_attack_goodnatured|No sé qué ganáis al desafiarme, {señor/señora}. Aún podéis iros.
str_unnecessary_attack_upstanding|Si queréis luchar, {señor/señora}, entonces lucharemos, pero os ofrezco la oportunidad de reconsiderarlo.
str_lord_challenged_default|Como queráis. ¡Preparaos para morir!
str_lord_challenged_martial|Que así sea. ¡Defendeos!
str_lord_challenged_quarrelsome|¡Idiota imprudente! ¡Os aplastaré!
str_lord_challenged_pitiless|Si tanto deseáis morir, entonces tendré que complaceros.
str_lord_challenged_cunning|Bueno, si no me dejáis otra opción...
str_lord_challenged_sadistic|¡Basura! Os haré desear no haber nacido.
str_lord_challenged_goodnatured|Muy bien. Esperaba que no llegásemos a esto, pero veo que no tengo otra opción.
str_lord_challenged_upstanding|Que así sea. Me entristece que no seáis capaz de razonar.
str_lord_mission_failed_default|Bueno, me decepciona, pero tengo la seguridad de que dispondréis de oportunidades para redimiros.
str_lord_mission_failed_martial|No es ningún honor el fracasar en una misión para la que os habéis comprometido, pero acepto vuestra palabra.
